
fet_x,fet_y,tar_x,tar_y,prev_dir,dir
21,15,19,11,1,1
20,15,19,11,1,1
19,15,19,11,1,0
19,14,19,11,0,0
19,13,19,11,0,0
19,12,19,11,0,0
19,11,8,8,4,2
19,12,8,8,2,1
18,12,8,8,1,1
8,8,18,18,4,3
9,8,18,18,3,3
10,8,18,18,3,2
10,9,18,18,2,2
10,10,18,18,2,2
10,11,18,18,2,2
10,12,18,18,2,2
10,13,18,18,2,2
10,14,18,18,2,2
10,15,18,18,2,2
10,16,18,18,2,2
10,17,18,18,2,2
10,18,18,18,2,3
11,18,18,18,3,3
12,18,18,18,3,3
13,18,18,18,3,3
18,18,25,27,4,1
17,18,25,27,1,1
16,18,25,27,1,2
16,19,25,27,2,2
16,20,25,27,2,2
16,21,25,27,2,3
17,21,25,27,3,3
18,21,25,27,3,3
19,21,25,27,3,2
19,22,25,27,2,2
19,23,25,27,2,2
19,24,25,27,2,3
20,24,25,27,3,3
21,24,25,27,3,3
22,24,25,27,3,3
23,24,25,27,3,3
24,24,25,27,3,2
24,25,25,27,2,2
24,26,25,27,2,2
24,27,25,27,2,3
25,27,22,15,4,1
24,27,22,15,1,0
24,26,22,15,0,0
24,25,22,15,0,0
24,24,22,15,0,1
23,24,22,15,1,1
22,24,22,15,1,0
22,23,22,15,0,0
22,22,22,15,0,0
22,21,22,15,0,0
22,20,22,15,0,0
22,19,22,15,0,0
22,18,22,15,0,0
22,17,22,15,0,0
22,16,22,15,0,0
22,15,10,24,4,1
21,15,10,24,1,1
20,15,10,24,1,1
19,15,10,24,1,2
19,16,10,24,2,2
19,17,10,24,2,2
19,18,10,24,2,1
18,18,10,24,1,1
17,18,10,24,1,1
16,18,10,24,1,1
15,18,10,24,1,1
14,18,10,24,1,1
13,18,10,24,1,2
13,19,10,24,2,2
13,20,10,24,2,2
13,21,10,24,2,1
12,21,10,24,1,1
11,21,10,24,1,1
10,21,10,24,1,2
10,22,10,24,2,2
10,23,10,24,2,2
10,24,13,29,4,2
27,29,11,30,4,2
27,30,11,30,2,1
26,30,11,30,1,1
25,30,11,30,1,1
24,30,11,30,1,1
23,30,11,30,1,1
22,30,11,30,1,1
21,30,11,30,1,1
20,30,11,30,1,1
19,30,11,30,1,1
18,30,11,30,1,1
17,30,11,30,1,1
16,30,11,30,1,0
16,29,11,30,0,0
16,28,11,30,0,0
16,27,11,30,0,1
15,27,11,30,1,1
14,27,11,30,1,1
13,27,11,30,1,2
13,28,11,30,2,2
13,29,11,30,2,2
13,30,11,30,2,1
12,30,11,30,1,1
11,30,17,21,4,1
10,30,17,21,1,0
10,29,17,21,0,0
10,28,17,21,0,0
10,27,17,21,0,0
10,26,17,21,0,0
10,25,17,21,0,0
10,24,17,21,0,3
11,24,17,21,3,3
12,24,17,21,3,3
13,24,17,21,3,3
14,24,17,21,3,3
15,24,17,21,3,3
16,24,17,21,3,3
17,24,17,21,3,3
18,24,17,21,3,3
19,24,17,21,3,0
19,23,17,21,0,0
19,22,17,21,0,0
19,21,17,21,0,1
18,21,17,21,1,1
17,21,14,18,4,1
16,21,14,18,1,0
16,20,14,18,0,0
16,19,14,18,0,0
16,18,14,18,0,1
14,18,7,23,4,1
13,18,7,23,1,2
13,19,7,23,2,2
13,20,7,23,2,2
13,21,7,23,2,1
12,21,7,23,1,1
11,21,7,23,1,1
10,21,7,23,1,2
10,22,7,23,2,2
10,23,7,23,2,2
10,24,7,23,2,1
9,24,7,23,1,1
8,24,7,23,1,1
7,24,7,23,1,0
7,23,16,21,4,2
7,24,16,21,2,3
8,24,16,21,3,3
9,24,16,21,3,3
10,24,16,21,3,3
11,24,16,21,3,3
12,24,16,21,3,3
13,24,16,21,3,3
14,24,16,21,3,3
15,24,16,21,3,3
16,24,16,21,3,3
17,24,16,21,3,3
18,24,16,21,3,3
19,24,16,21,3,0
19,23,16,21,0,0
19,22,16,21,0,0
19,21,16,21,0,1
18,21,16,21,1,1
17,21,16,21,1,1
16,21,2,29,4,0
16,20,2,29,0,0
16,19,2,29,0,0
16,18,2,29,0,1
15,18,2,29,1,1
14,18,2,29,1,1
13,18,2,29,1,2
13,19,2,29,2,2
13,20,2,29,2,2
13,21,2,29,2,1
12,21,2,29,1,1
11,21,2,29,1,1
10,21,2,29,1,2
10,22,2,29,2,2
10,23,2,29,2,2
10,24,2,29,2,1
9,24,2,29,1,1
8,24,2,29,1,1
7,24,2,29,1,1
2,29,20,30,4,2
2,30,20,30,2,3
3,30,20,30,3,3
4,30,20,30,3,3
5,30,20,30,3,3
6,30,20,30,3,3
7,30,20,30,3,3
8,30,20,30,3,3
9,30,20,30,3,3
10,30,20,30,3,3
11,30,20,30,3,3
12,30,20,30,3,3
13,30,20,30,3,0
13,29,20,30,0,0
13,28,20,30,0,0
13,27,20,30,0,3
14,27,20,30,3,3
15,27,20,30,3,3
16,27,20,30,3,2
16,28,20,30,2,2
16,29,20,30,2,2
16,30,20,30,2,3
17,30,20,30,3,3
18,30,20,30,3,3
19,30,20,30,3,3
20,30,27,4,4,3
21,30,27,4,3,3
22,30,27,4,3,0
22,29,27,4,0,0
22,28,27,4,0,0
22,27,27,4,0,3
23,27,27,4,3,3
24,27,27,4,3,0
24,26,27,4,0,0
24,25,27,4,0,0
24,24,27,4,0,1
23,24,27,4,1,1
22,24,27,4,1,0
27,4,16,18,4,2
27,5,16,18,2,2
27,6,16,18,2,2
27,7,16,18,2,2
27,8,16,18,2,1
26,8,16,18,1,1
25,8,16,18,1,1
24,8,16,18,1,2
24,9,16,18,2,2
24,10,16,18,2,2
24,11,16,18,2,1
23,11,16,18,1,1
22,11,16,18,1,2
22,12,16,18,2,2
22,13,16,18,2,2
22,14,16,18,2,2
22,15,16,18,2,1
21,15,16,18,1,1
20,15,16,18,1,1
19,15,16,18,1,2
19,16,16,18,2,2
19,17,16,18,2,2
19,18,16,18,2,1
18,18,16,18,1,1
17,18,16,18,1,1
16,18,23,27,4,2
9,30,10,28,4,3
10,30,10,28,3,0
10,29,10,28,0,0
10,28,10,29,4,2
10,29,2,27,4,2
10,30,2,27,2,1
9,30,2,27,1,1
8,30,2,27,1,1
7,30,2,27,1,0
7,29,2,27,0,0
7,28,2,27,0,0
7,27,2,27,0,1
6,27,2,27,1,1
5,27,2,27,1,1
2,27,20,15,4,3
3,27,20,15,3,3
4,27,20,15,3,3
5,27,20,15,3,0
5,26,20,15,0,0
5,25,20,15,0,0
5,24,20,15,0,3
6,24,20,15,3,3
7,24,20,15,3,3
8,24,20,15,3,3
9,24,20,15,3,3
10,24,20,15,3,3
11,24,20,15,3,3
12,24,20,15,3,3
13,24,20,15,3,3
14,24,20,15,3,3
15,24,20,15,3,3
16,24,20,15,3,3
17,24,20,15,3,3
18,24,20,15,3,3
19,24,20,15,3,3
20,24,20,15,3,3
21,24,20,15,3,3
22,24,20,15,3,0
22,23,20,15,0,0
22,22,20,15,0,0
22,21,20,15,0,0
22,20,20,15,0,0
22,19,20,15,0,0
22,18,20,15,0,0
22,17,20,15,0,0
22,16,20,15,0,0
22,15,20,15,0,1
21,15,20,15,1,1
20,15,18,24,4,3
21,15,18,24,3,3
22,15,18,24,3,2
22,16,18,24,2,2
22,17,18,24,2,2
22,18,18,24,2,2
22,19,18,24,2,2
22,20,18,24,2,2
22,21,18,24,2,2
22,22,18,24,2,2
22,23,18,24,2,2
22,24,18,24,2,1
21,24,18,24,1,1
20,24,18,24,1,1
19,24,18,24,1,1
18,24,12,5,4,3
19,24,12,5,3,0
19,23,12,5,0,0
19,22,12,5,0,0
19,21,12,5,0,1
18,21,12,5,1,1
17,21,12,5,1,1
16,21,12,5,1,0
16,20,12,5,0,0
16,19,12,5,0,0
16,18,12,5,0,1
15,18,12,5,1,1
14,18,12,5,1,1
13,18,12,5,1,1
12,18,12,5,1,1
11,18,12,5,1,1
10,18,12,5,1,0
10,17,12,5,0,0
10,16,12,5,0,0
10,15,12,5,0,0
10,14,12,5,0,0
10,13,12,5,0,0
10,12,12,5,0,0
10,11,12,5,0,0
10,10,12,5,0,0
10,9,12,5,0,0
10,8,12,5,0,0
10,7,12,5,0,0
10,6,12,5,0,0
10,5,12,5,0,3
11,5,12,5,3,3
12,5,5,26,4,1
11,5,5,26,1,1
10,5,5,26,1,2
10,6,5,26,2,2
10,7,5,26,2,2
10,8,5,26,2,2
10,9,5,26,2,2
10,10,5,26,2,2
10,11,5,26,2,2
10,12,5,26,2,2
10,13,5,26,2,2
10,14,5,26,2,2
10,15,5,26,2,1
9,15,5,26,1,1
8,15,5,26,1,1
7,15,5,26,1,2
7,16,5,26,2,2
7,17,5,26,2,2
7,18,5,26,2,2
7,19,5,26,2,2
7,20,5,26,2,2
7,21,5,26,2,2
7,22,5,26,2,2
7,23,5,26,2,2
7,24,5,26,2,1
6,24,5,26,1,1
5,24,5,26,1,2
5,25,5,26,2,2
5,26,6,8,4,0
5,25,6,8,0,0
5,24,6,8,0,3
6,24,6,8,3,3
7,24,6,8,3,0
7,23,6,8,0,0
7,22,6,8,0,0
7,21,6,8,0,0
7,20,6,8,0,0
7,19,6,8,0,0
7,18,6,8,0,0
7,17,6,8,0,0
7,16,6,8,0,0
7,15,6,8,0,0
7,14,6,8,0,0
7,13,6,8,0,0
7,12,6,8,0,0
7,11,6,8,0,1
6,11,6,8,1,1
5,11,6,8,1,0
5,10,6,8,0,0
5,9,6,8,0,0
5,8,6,8,0,3
6,8,16,27,4,3
7,8,16,27,3,3
8,8,16,27,3,3
9,8,16,27,3,3
10,8,16,27,3,2
10,9,16,27,2,2
10,10,16,27,2,2
10,11,16,27,2,2
10,12,16,27,2,2
10,13,16,27,2,2
10,14,16,27,2,2
10,15,16,27,2,2
10,16,16,27,2,2
10,17,16,27,2,2
10,18,16,27,2,3
11,18,16,27,3,3
12,18,16,27,3,3
13,18,16,27,3,3
14,18,16,27,3,3
15,18,16,27,3,3
16,18,16,27,3,2
16,19,16,27,2,2
16,20,16,27,2,2
16,21,16,27,2,3
17,21,16,27,3,3
18,21,16,27,3,3
19,21,16,27,3,2
19,22,16,27,2,2
19,23,16,27,2,2
19,24,16,27,2,2
19,25,16,27,2,2
19,26,16,27,2,2
19,27,16,27,2,2
19,28,16,27,2,2
19,29,16,27,2,2
19,30,16,27,2,1
18,30,16,27,1,1
17,30,16,27,1,1
16,30,16,27,1,0
16,29,16,27,0,0
16,28,16,27,0,0
19,25,24,27,4,0
19,24,24,27,0,3
20,24,24,27,3,3
21,24,24,27,3,3
22,24,24,27,3,3
23,24,24,27,3,3
24,24,24,27,3,2
24,25,24,27,2,2
24,26,24,27,2,2
24,27,6,5,4,0
24,26,6,5,0,0
24,25,6,5,0,0
24,24,6,5,0,1
23,24,6,5,1,1
22,24,6,5,1,1
21,24,6,5,1,1
20,24,6,5,1,1
19,24,6,5,1,0
19,23,6,5,0,0
19,22,6,5,0,0
19,21,6,5,0,1
18,21,6,5,1,1
17,21,6,5,1,1
16,21,6,5,1,0
16,20,6,5,0,0
16,19,6,5,0,0
16,18,6,5,0,1
15,18,6,5,1,1
14,18,6,5,1,1
13,18,6,5,1,1
12,18,6,5,1,1
11,18,6,5,1,1
10,18,6,5,1,0
10,17,6,5,0,0
10,16,6,5,0,0
10,15,6,5,0,0
10,14,6,5,0,0
10,13,6,5,0,0
10,12,6,5,0,0
10,11,6,5,0,0
10,10,6,5,0,0
10,9,6,5,0,0
10,8,6,5,0,0
10,7,6,5,0,0
10,6,6,5,0,0
10,5,6,5,0,1
9,5,6,5,1,1
8,5,6,5,1,1
7,5,6,5,1,1
6,5,22,2,4,3
7,5,22,2,3,3
8,5,22,2,3,3
9,5,22,2,3,3
10,5,22,2,3,0
10,4,22,2,0,0
10,3,22,2,0,0
10,2,22,2,0,3
11,2,22,2,3,3
12,2,22,2,3,3
13,2,22,2,3,3
14,2,22,2,3,3
15,2,22,2,3,3
16,2,22,2,3,3
17,2,22,2,3,3
18,2,22,2,3,3
19,2,22,2,3,3
20,2,22,2,3,3
21,2,22,2,3,3
22,2,2,2,4,1
21,2,2,2,1,1
20,2,2,2,1,1
19,2,2,2,1,1
18,2,2,2,1,1
17,2,2,2,1,1
16,2,2,2,1,1
15,2,2,2,1,1
14,2,2,2,1,1
13,2,2,2,1,1
12,2,2,2,1,1
11,2,2,2,1,1
10,2,2,2,1,1
2,2,16,12,4,2
2,3,16,12,2,2
2,4,16,12,2,2
2,5,16,12,2,2
2,6,16,12,2,2
2,7,16,12,2,2
2,8,16,12,2,3
3,8,16,12,3,3
4,8,16,12,3,3
5,8,16,12,3,3
6,8,16,12,3,3
7,8,16,12,3,3
8,8,16,12,3,3
9,8,16,12,3,3
10,8,16,12,3,2
10,9,16,12,2,2
10,10,16,12,2,2
10,11,16,12,2,2
10,12,16,12,2,3
11,12,16,12,3,3
12,12,16,12,3,3
13,12,16,12,3,3
14,12,16,12,3,3
15,12,16,12,3,3
16,12,22,2,4,3
17,12,22,2,3,3
18,12,22,2,3,3
19,12,22,2,3,0
19,11,22,2,0,0
19,10,22,2,0,0
19,9,22,2,0,0
19,8,22,2,0,0
19,7,22,2,0,0
19,6,22,2,0,0
19,5,22,2,0,0
19,4,22,2,0,0
19,3,22,2,0,0
19,2,22,2,0,3
22,2,17,12,4,1
21,2,17,12,1,1
20,2,17,12,1,1
19,2,17,12,1,2
19,3,17,12,2,2
19,4,17,12,2,2
19,5,17,12,2,2
19,6,17,12,2,2
19,7,17,12,2,2
19,8,17,12,2,2
19,9,17,12,2,2
19,10,17,12,2,2
19,11,17,12,2,2
19,12,17,12,2,1
18,12,17,12,1,1
18,5,13,7,4,1
17,5,13,7,1,1
16,5,13,7,1,2
16,6,13,7,2,2
16,7,13,7,2,2
16,8,13,7,2,2
16,9,13,7,2,1
15,9,13,7,1,1
14,9,13,7,1,1
13,9,13,7,1,0
13,8,13,7,0,0
13,7,16,9,4,2
13,8,16,9,2,2
13,9,16,9,2,3
14,9,16,9,3,3
15,9,16,9,3,3
16,9,13,8,4,1
14,9,13,8,1,1
13,9,13,8,1,0
13,8,9,30,4,0
13,7,9,30,0,0
13,6,9,30,0,0
13,5,9,30,0,1
12,5,9,30,1,1
11,5,9,30,1,1
10,5,9,30,1,2
10,6,9,30,2,2
10,7,9,30,2,2
10,8,9,30,2,2
10,9,9,30,2,2
10,10,9,30,2,2
10,11,9,30,2,2
10,12,9,30,2,2
10,13,9,30,2,2
10,14,9,30,2,2
10,15,9,30,2,1
9,15,9,30,1,1
8,15,9,30,1,1
7,15,9,30,1,2
7,16,9,30,2,2
7,17,9,30,2,2
7,18,9,30,2,2
7,19,9,30,2,2
7,20,9,30,2,2
7,21,9,30,2,2
7,22,9,30,2,2
7,23,9,30,2,2
7,24,9,30,2,3
8,24,9,30,3,3
9,24,9,30,3,3
10,24,9,30,3,2
10,25,9,30,2,2
10,26,9,30,2,2
10,27,9,30,2,2
10,28,9,30,2,2
10,29,9,30,2,2
10,30,9,30,2,1
9,30,2,4,4,3
10,30,2,4,3,0
10,29,2,4,0,0
10,28,2,4,0,0
10,27,2,4,0,0
10,26,2,4,0,0
10,25,2,4,0,0
10,24,2,4,0,1
9,24,2,4,1,1
8,24,2,4,1,1
7,24,2,4,1,0
7,23,2,4,0,0
7,22,2,4,0,0
7,21,2,4,0,0
7,20,2,4,0,0
7,19,2,4,0,0
7,18,2,4,0,0
7,17,2,4,0,0
7,16,2,4,0,0
7,15,2,4,0,0
7,14,2,4,0,0
7,13,2,4,0,0
7,12,2,4,0,0
7,11,2,4,0,1
6,11,2,4,1,1
5,11,2,4,1,0
5,10,2,4,0,0
5,9,2,4,0,0
5,8,2,4,0,1
4,8,2,4,1,1
3,8,2,4,1,1
2,8,2,4,1,0
2,7,2,4,0,0
2,6,2,4,0,0
2,5,2,4,0,0
2,4,13,21,4,2
2,5,13,21,2,2
2,6,13,21,2,2
2,7,13,21,2,2
2,8,13,21,2,3
3,8,13,21,3,3
4,8,13,21,3,3
5,8,13,21,3,3
6,8,13,21,3,3
7,8,13,21,3,3
8,8,13,21,3,3
9,8,13,21,3,3
10,8,13,21,3,2
10,9,13,21,2,2
10,10,13,21,2,2
10,11,13,21,2,2
10,12,13,21,2,2
10,13,13,21,2,2
10,14,13,21,2,2
10,15,13,21,2,2
10,16,13,21,2,2
10,17,13,21,2,2
10,18,13,21,2,3
11,18,13,21,3,3
12,18,13,21,3,3
13,18,13,21,3,2
13,21,16,19,4,0
13,20,16,19,0,0
13,19,16,19,0,0
13,18,16,19,0,3
14,18,16,19,3,3
15,18,16,19,3,3
16,18,16,19,3,2
16,19,3,24,4,0
16,18,3,24,0,1
15,18,3,24,1,1
14,18,3,24,1,1
13,18,3,24,1,2
13,19,3,24,2,2
13,20,3,24,2,2
13,21,3,24,2,1
12,21,3,24,1,1
11,21,3,24,1,1
10,21,3,24,1,2
10,22,3,24,2,2
10,23,3,24,2,2
10,24,3,24,2,1
9,24,3,24,1,1
8,24,3,24,1,1
7,24,3,24,1,1
6,24,3,24,1,1
5,24,3,24,1,1
4,24,3,24,1,1
3,24,19,13,4,3
4,24,19,13,3,3
5,24,19,13,3,3
6,24,19,13,3,3
7,24,19,13,3,3
8,24,19,13,3,3
9,24,19,13,3,3
10,24,19,13,3,0
10,23,19,13,0,0
10,22,19,13,0,0
10,21,19,13,0,3
11,21,19,13,3,3
12,21,19,13,3,3
13,21,19,13,3,0
13,20,19,13,0,0
13,19,19,13,0,0
13,18,19,13,0,3
14,18,19,13,3,3
15,18,19,13,3,3
16,18,19,13,3,3
17,18,19,13,3,3
18,18,19,13,3,3
19,18,19,13,3,0
19,17,19,13,0,0
19,16,19,13,0,0
19,15,19,13,0,0
19,14,19,13,0,0
19,13,18,30,4,2
19,14,18,30,2,2
19,15,18,30,2,2
19,16,18,30,2,2
19,17,18,30,2,2
19,18,18,30,2,1
18,18,18,30,1,1
17,18,18,30,1,1
16,18,18,30,1,2
16,19,18,30,2,2
16,20,18,30,2,2
16,21,18,30,2,3
17,21,18,30,3,3
18,21,18,30,3,3
19,21,18,30,3,2
19,22,18,30,2,2
19,23,18,30,2,2
19,24,18,30,2,2
19,25,18,30,2,2
19,26,18,30,2,2
19,27,18,30,2,2
19,28,18,30,2,2
19,29,18,30,2,2
19,30,18,30,2,1
18,30,19,8,4,3
19,30,19,8,3,0
19,29,19,8,0,0
19,28,19,8,0,0
19,27,19,8,0,0
19,26,19,8,0,0
19,25,19,8,0,0
19,24,19,8,0,0
19,23,19,8,0,0
19,22,19,8,0,0
19,21,19,8,0,1
18,21,19,8,1,1
17,21,19,8,1,1
16,21,19,8,1,0
16,20,19,8,0,0
16,19,19,8,0,0
16,18,19,8,0,3
17,18,19,8,3,3
18,18,19,8,3,3
19,18,19,8,3,0
19,17,19,8,0,0
19,16,19,8,0,0
19,15,19,8,0,0
19,8,5,27,4,2
19,9,5,27,2,2
19,10,5,27,2,2
19,11,5,27,2,2
19,12,5,27,2,1
18,12,5,27,1,1
17,12,5,27,1,1
16,12,5,27,1,1
15,12,5,27,1,1
14,12,5,27,1,1
13,12,5,27,1,1
12,12,5,27,1,1
11,12,5,27,1,1
10,12,5,27,1,2
10,13,5,27,2,2
10,14,5,27,2,2
10,15,5,27,2,1
9,15,5,27,1,1
8,15,5,27,1,1
7,15,5,27,1,2
7,16,5,27,2,2
7,17,5,27,2,2
7,18,5,27,2,2
7,19,5,27,2,2
7,20,5,27,2,2
7,21,5,27,2,2
7,22,5,27,2,2
7,23,5,27,2,2
7,24,5,27,2,1
6,24,5,27,1,1
5,24,5,27,1,2
5,25,5,27,2,2
5,26,5,27,2,2
5,27,12,2,4,0
5,26,12,2,0,0
5,25,12,2,0,0
5,24,12,2,0,3
6,24,12,2,3,3
7,24,12,2,3,0
7,23,12,2,0,0
7,22,12,2,0,0
7,21,12,2,0,0
7,20,12,2,0,0
7,19,12,2,0,0
7,18,12,2,0,0
7,17,12,2,0,0
7,16,12,2,0,0
7,15,12,2,0,3
8,15,12,2,3,3
9,15,12,2,3,3
10,15,12,2,3,0
10,14,12,2,0,0
10,13,12,2,0,0
10,12,12,2,0,0
10,11,12,2,0,0
10,10,12,2,0,0
10,9,12,2,0,0
10,8,12,2,0,0
10,7,12,2,0,0
10,6,12,2,0,0
10,5,12,2,0,0
12,2,8,24,4,1
11,2,8,24,1,1
10,2,8,24,1,2
10,3,8,24,2,2
10,4,8,24,2,2
10,5,8,24,2,2
10,6,8,24,2,2
10,7,8,24,2,2
10,8,8,24,2,2
10,9,8,24,2,2
10,10,8,24,2,2
10,11,8,24,2,2
10,12,8,24,2,2
10,13,8,24,2,2
10,14,8,24,2,2
10,15,8,24,2,1
9,15,8,24,1,1
8,15,8,24,1,1
7,15,8,24,1,2
7,16,8,24,2,2
7,17,8,24,2,2
7,18,8,24,2,2
7,19,8,24,2,2
7,20,8,24,2,2
7,21,8,24,2,2
7,22,8,24,2,2
7,23,8,24,2,2
7,24,8,24,2,3
8,24,22,14,4,3
9,24,22,14,3,3
10,24,22,14,3,3
11,24,22,14,3,3
12,24,22,14,3,3
13,24,22,14,3,3
14,24,22,14,3,3
15,24,22,14,3,3
16,24,22,14,3,3
17,24,22,14,3,3
18,24,22,14,3,3
19,24,22,14,3,3
22,14,24,9,4,0
22,13,24,9,0,0
22,12,24,9,0,0
22,11,24,9,0,3
23,11,24,9,3,3
24,11,24,9,3,0
24,10,24,9,0,0
24,9,5,25,4,2
24,10,5,25,2,2
24,11,5,25,2,1
23,11,5,25,1,1
22,11,5,25,1,2
22,12,5,25,2,2
22,13,5,25,2,2
22,14,5,25,2,2
22,15,5,25,2,1
21,15,5,25,1,1
20,15,5,25,1,1
19,15,5,25,1,2
19,16,5,25,2,2
19,17,5,25,2,2
19,18,5,25,2,1
18,18,5,25,1,1
17,18,5,25,1,1
16,18,5,25,1,1
15,18,5,25,1,1
14,18,5,25,1,1
13,18,5,25,1,2
13,19,5,25,2,2
13,20,5,25,2,2
13,21,5,25,2,1
12,21,5,25,1,1
11,21,5,25,1,1
10,21,5,25,1,2
10,22,5,25,2,2
10,23,5,25,2,2
10,24,5,25,2,1
9,24,5,25,1,1
8,24,5,25,1,1
7,24,5,25,1,1
6,24,5,25,1,1
5,24,5,25,1,2
5,25,9,15,4,0
9,15,21,5,4,3
10,15,21,5,3,0
10,14,21,5,0,0
10,13,21,5,0,0
10,12,21,5,0,3
11,12,21,5,3,3
12,12,21,5,3,3
13,12,21,5,3,3
14,12,21,5,3,3
15,12,21,5,3,3
16,12,21,5,3,3
17,12,21,5,3,3
18,12,21,5,3,3
19,12,21,5,3,0
19,11,21,5,0,0
19,10,21,5,0,0
19,9,21,5,0,0
19,8,21,5,0,0
19,7,21,5,0,0
19,6,21,5,0,0
19,5,21,5,0,3
20,5,21,5,3,3
21,5,19,13,4,1
20,5,19,13,1,1
19,5,19,13,1,2
19,6,19,13,2,2
19,7,19,13,2,2
19,8,19,13,2,2
19,9,19,13,2,2
19,10,19,13,2,2
19,11,19,13,2,2
19,12,19,13,2,2
19,13,13,5,4,0
13,5,3,2,4,1
12,5,3,2,1,1
11,5,3,2,1,1
10,5,3,2,1,0
10,4,3,2,0,0
10,3,3,2,0,0
10,2,3,2,0,1
3,2,16,8,4,3
4,2,16,8,3,3
5,2,16,8,3,3
6,2,16,8,3,3
7,2,16,8,3,3
8,2,16,8,3,3
9,2,16,8,3,3
10,2,16,8,3,2
10,3,16,8,2,2
10,4,16,8,2,2
10,5,16,8,2,3
11,5,16,8,3,3
12,5,16,8,3,3
13,5,16,8,3,2
13,6,16,8,2,2
13,7,16,8,2,2
13,8,16,8,2,2
13,9,16,8,2,3
14,9,16,8,3,3
15,9,16,8,3,3
16,9,16,8,3,0
16,8,20,2,4,0
16,7,20,2,0,0
16,6,20,2,0,0
16,5,20,2,0,3
17,5,20,2,3,3
18,5,20,2,3,3
19,5,20,2,3,0
19,4,20,2,0,0
19,3,20,2,0,0
19,2,20,2,0,3
20,2,7,2,4,1
19,2,7,2,1,1
18,2,7,2,1,1
17,2,7,2,1,1
16,2,7,2,1,1
15,2,7,2,1,1
14,2,7,2,1,1
13,2,7,2,1,1
12,2,7,2,1,1
11,2,7,2,1,1
10,2,7,2,1,1
7,2,27,24,4,3
8,2,27,24,3,3
9,2,27,24,3,3
10,2,27,24,3,2
10,3,27,24,2,2
10,4,27,24,2,2
10,5,27,24,2,2
10,6,27,24,2,2
10,7,27,24,2,2
10,8,27,24,2,2
10,9,27,24,2,2
10,10,27,24,2,2
10,11,27,24,2,2
10,12,27,24,2,3
11,12,27,24,3,3
12,12,27,24,3,3
13,12,27,24,3,3
14,12,27,24,3,3
15,12,27,24,3,3
16,12,27,24,3,3
17,12,27,24,3,3
18,12,27,24,3,3
19,12,27,24,3,2
19,13,27,24,2,2
19,14,27,24,2,2
19,15,27,24,2,3
20,15,27,24,3,3
21,15,27,24,3,3
22,15,27,24,3,2
22,16,27,24,2,2
22,17,27,24,2,2
22,18,27,24,2,3
23,18,27,24,3,3
24,18,27,24,3,3
25,18,27,24,3,2
25,19,27,24,2,2
25,20,27,24,2,2
25,21,27,24,2,3
26,21,27,24,3,3
27,21,27,24,3,2
27,22,27,24,2,2
27,23,27,24,2,2
27,24,7,11,4,1
26,24,7,11,1,1
25,24,7,11,1,1
24,24,7,11,1,1
23,24,7,11,1,1
22,24,7,11,1,1
21,24,7,11,1,1
20,24,7,11,1,1
19,24,7,11,1,0
19,23,7,11,0,0
19,22,7,11,0,0
19,21,7,11,0,1
18,21,7,11,1,1
17,21,7,11,1,1
16,21,7,11,1,0
16,20,7,11,0,0
16,19,7,11,0,0
16,18,7,11,0,1
15,18,7,11,1,1
14,18,7,11,1,1
13,18,7,11,1,1
12,18,7,11,1,1
11,18,7,11,1,1
10,18,7,11,1,0
10,17,7,11,0,0
10,16,7,11,0,0
10,15,7,11,0,1
9,15,7,11,1,1
8,15,7,11,1,1
7,15,7,11,1,0
7,11,9,30,4,2
7,12,9,30,2,2
7,13,9,30,2,2
7,14,9,30,2,2
7,15,9,30,2,2
9,30,12,30,4,3
10,30,12,30,3,3
11,30,12,30,3,3
12,30,21,24,4,1
11,30,21,24,1,1
10,30,21,24,1,0
10,29,21,24,0,0
10,28,21,24,0,0
10,27,21,24,0,0
10,26,21,24,0,0
10,25,21,24,0,0
10,24,21,24,0,3
11,24,21,24,3,3
12,24,21,24,3,3
13,24,21,24,3,3
14,24,21,24,3,3
15,24,21,24,3,3
16,24,21,24,3,3
17,24,21,24,3,3
18,24,21,24,3,3
19,24,21,24,3,3
20,24,21,24,3,3
21,24,10,17,4,1
20,24,10,17,1,1
19,24,10,17,1,0
19,23,10,17,0,0
19,22,10,17,0,0
19,21,10,17,0,1
18,21,10,17,1,1
17,21,10,17,1,1
16,21,10,17,1,0
16,20,10,17,0,0
16,19,10,17,0,0
16,18,10,17,0,1
15,18,10,17,1,1
14,18,10,17,1,1
13,18,10,17,1,1
12,18,10,17,1,1
11,18,10,17,1,1
10,18,10,17,1,0
10,17,5,8,4,0
10,16,5,8,0,0
10,15,5,8,0,0
10,14,5,8,0,0
10,13,5,8,0,0
10,12,5,8,0,0
10,11,5,8,0,0
10,10,5,8,0,0
10,9,5,8,0,0
10,8,5,8,0,1
9,8,5,8,1,1
8,8,5,8,1,1
7,8,5,8,1,1
6,8,5,8,1,1
5,8,24,10,4,3
6,8,24,10,3,3
7,8,24,10,3,3
8,8,24,10,3,3
9,8,24,10,3,3
10,8,24,10,3,2
10,9,24,10,2,2
10,10,24,10,2,2
10,11,24,10,2,2
10,12,24,10,2,3
11,12,24,10,3,3
12,12,24,10,3,3
13,12,24,10,3,3
14,12,24,10,3,3
15,12,24,10,3,3
16,12,24,10,3,3
17,12,24,10,3,3
18,12,24,10,3,3
19,12,24,10,3,0
19,11,24,10,0,0
19,10,24,10,0,0
